qid,K,C,layer,train_input,test_input,decision_score,probability,fold
What is the capital of Bangladesh?,1,1,15,q,q,8.602366244038336,0.9998163630592809,1
In what city was Alma Karlin born?,1,1,15,q,q,-3.1392343259540105,0.04151757774011481,3
What is Stevie Cameron's occupation?,1,1,15,q,q,8.426433083911817,0.9997810466930585,2
What genre is S.H.E?,1,1,15,q,q,2.5792306212953724,0.9295128770784925,3
Who is the author of Tuesday?,1,1,15,q,q,-6.11331218127027,0.0022083206397201624,2
Who is the author of Ship Breaker?,1,1,15,q,q,8.083781302826356,0.999691592857762,1
What is the capital of Plesetsky District?,1,1,15,q,q,-1.8740808565105984,0.13307023917836008,3
What sport does George Burley play?,1,1,15,q,q,-0.21002299889506615,0.4476864036364268,1
Who is the author of The Jungle?,1,1,15,q,q,6.069392558447058,0.9976927581359865,4
Who was the screenwriter for Brian Wilson: I Just Wasn't Made for These Times?,1,1,15,q,q,-5.947448658917116,0.002605690036317212,1
What is the capital of Papua New Guinea?,1,1,15,q,q,7.290726950182784,0.9993186323639038,4
Who is the author of Thunderball?,1,1,15,q,q,8.667434037749015,0.9998279294727566,4
In what country is Toronto Northwest?,1,1,15,q,q,-3.6259223516917203,0.025934047045291894,4
In what country is Sircilla?,1,1,15,q,q,10.491050231686806,0.9999722167716281,4
Who is the father of Princess Senate Seeiso?,1,1,15,q,q,2.5661834207962055,0.9286532364336979,0
What sport does Deportivo Cali play?,1,1,15,q,q,5.7161071385192175,0.9967183017562803,1
What is the capital of Israel?,1,1,15,q,q,9.491534550504708,0.9999245175240921,0
What sport does HSV Hamburg play?,1,1,15,q,q,-2.952168083642703,0.04963414184885393,4
Who was the composer of Petrushka chord?,1,1,15,q,q,0.39933331269043837,0.5985274707887476,3
In what country is Husainid Dynasty?,1,1,15,q,q,10.348225964792771,0.999967951430657,4
What sport does face mask play?,1,1,15,q,q,-0.578005161215458,0.3593917350965458,4
What sport does Warrenpoint Town F.C. play?,1,1,15,q,q,6.351930917621176,0.9982596565101323,1
Who is the mother of Parikshit?,1,1,15,q,q,8.405184129818682,0.9997763454333144,0
In what city was Andries Bonger born?,1,1,15,q,q,0.795289383708172,0.6889659339454346,2
Who was the director of Breaking Bad?,1,1,15,q,q,8.264739188060743,0.9997426301985033,3
What sport does Carlaw Park play?,1,1,15,q,q,-0.9135956139642927,0.2862646272805581,4
Who was the director of The Black Tent?,1,1,15,q,q,1.49064973814518,0.8161757746919079,0
Who is the author of Tom Sawyer Abroad?,1,1,15,q,q,6.097094136693341,0.9977556537553628,3
Who was the composer of Dragonball Evolution?,1,1,15,q,q,-1.7625629768633102,0.14646963555317719,1
Who is the father of George W. Bush?,1,1,15,q,q,8.876587263191238,0.9998603996517881,3
Who was the producer of Freddie Foxxx Is Here?,1,1,15,q,q,-3.5177789755358226,0.028810576367509864,1
Who is the author of NW?,1,1,15,q,q,10.12750381182497,0.999960036490237,0
What is the capital of Qasr-e Shirin County?,1,1,15,q,q,3.4631272165496014,0.9696202200891565,1
What is the capital of Larnaca District?,1,1,15,q,q,4.820458447885395,0.9920014036156221,2
In what country is Bundesautobahn 100?,1,1,15,q,q,7.107455596589633,0.9991816940240396,2
Who was the screenwriter for The Blackcoat's Daughter?,1,1,15,q,q,5.444677782417443,0.9956993440131028,2
In what country is American Booksellers Association?,1,1,15,q,q,4.106241079991347,0.9837972855759195,4
What genre is Prince Lasha?,1,1,15,q,q,3.692505034872206,0.9756958794943515,2
Who is the father of Abraham Lincoln?,1,1,15,q,q,7.933833190912163,0.9996417184888665,3
Who was the director of The Stranger?,1,1,15,q,q,-4.084038926464448,0.01656044874296745,0
Who is the author of Blue Latitudes?,1,1,15,q,q,1.0335754868904985,0.7376084911175584,0
What is the capital of Ohio?,1,1,15,q,q,6.645857893346999,0.998702293032428,2
Who is the author of The Dining Room?,1,1,15,q,q,0.31928953133727633,0.5791510957399468,3
Who is the father of Vira Someshwara?,1,1,15,q,q,-10.44699240936139,2.9034625878638813e-05,3
In what country is Gmina Dziadkowice?,1,1,15,q,q,11.916024735264449,0.9999933175870641,0
What is the religion of Hillsdale Free Will Baptist College?,1,1,15,q,q,-2.760266013242178,0.05950947597656119,2
What is the capital of Massac County?,1,1,15,q,q,-2.402975419201757,0.08294608712178962,2
Who was the director of Voyage to the Planet of Prehistoric Women?,1,1,15,q,q,-2.9784961570338835,0.048406854161037585,4
Who is the author of The Camp of the Saints?,1,1,15,q,q,-1.303147106750493,0.21363584050395196,4
What genre is Ultima Online: Samurai Empire?,1,1,15,q,q,1.0454624043978704,0.739902604759878,3
In what city was Constantine of Kostenets born?,1,1,15,q,q,1.2101453412773977,0.770324664500744,2
Who is the father of Thor?,1,1,15,q,q,7.197929112695145,0.9992524257798725,1
What is G. Karunakara Reddy's occupation?,1,1,15,q,q,-5.2683985331782495,0.005125448927039034,2
In what country is British American Tobacco?,1,1,15,q,q,6.943461291112507,0.9990360062529142,4
Who was the producer of The Chronic?,1,1,15,q,q,0.9432603850154704,0.7197577692918046,1
In what country is Tigra?,1,1,15,q,q,-0.11690485464136957,0.4708070265127781,0
What genre is Doorways in the Sand?,1,1,15,q,q,1.01223758942972,0.7334578207068688,4
What genre is Michel Langevin?,1,1,15,q,q,0.9933167887064482,0.7297425522102056,1
Who is the author of Poil de carotte?,1,1,15,q,q,2.188580169972793,0.8992193087535018,1
Who is the author of Kim?,1,1,15,q,q,7.738300370526238,0.9995643781847569,3
What is the capital of Palestinian territories?,1,1,15,q,q,3.794242964165801,0.977995174465738,0
Who is the author of Why I Write?,1,1,15,q,q,7.941167559204072,0.9996443357132417,4
What is the capital of American Samoa?,1,1,15,q,q,5.0511443777923635,0.9936387219779863,4
What is the religion of Thomas Cooray?,0,1,15,q,q,2.788752075029719,0.9420649723373965,4
What is the capital of Nyandeni Local Municipality?,0,1,15,q,q,2.2418621524199653,0.9039462658354169,2
Who is the author of Fail-Safe Investing?,0,1,15,q,q,0.45585218024449237,0.6120297379443127,3
Who was the screenwriter for The Duellists?,0,1,15,q,q,5.012393092224899,0.9933890373746761,0
Who is the author of Millennial Rites?,0,1,15,q,q,-0.4391844063429342,0.3919353260456569,3
In what city was Cloe Elmo born?,0,1,15,q,q,-9.125770602122502,0.0001088130352889054,3
In what city was Ed Parker Jr. born?,0,1,15,q,q,-0.5822401247792492,0.35841730403432526,2
In what city was Angela Leong born?,0,1,15,q,q,6.996173739971529,0.9990854594034217,1
Who was the composer of La permission de dix heures?,0,1,15,q,q,-9.498900214133846,7.49285814435744e-05,2
Who was the producer of Rain Dogs?,0,1,15,q,q,-0.18887345847185455,0.4529215055565185,2
In what city was Pete Stewart born?,0,1,15,q,q,-10.744740884366214,2.1558024532623728e-05,2
Who was the director of Disney's The Kid?,0,1,15,q,q,-1.1919230128365128,0.2329151828878748,0
What is Bill Kintner's occupation?,0,1,15,q,q,-2.8563826040723237,0.054352328499785114,3
What is Mariana Vicente's occupation?,0,1,15,q,q,-3.419243139353674,0.031699451678823806,4
In what country is Mon?,0,1,15,q,q,6.706956844208766,0.9987791140265724,3
What is Jay the capital of?,0,1,15,q,q,-7.72416462249971,0.00044182064411876136,4
Who was the composer of Saturday Night?,0,1,15,q,q,-6.170812489738692,0.0020851805197275542,2
Who was the director of Postal?,0,1,15,q,q,-9.529455065704576,7.267393671708912e-05,3
Who was the director of Hoot?,0,1,15,q,q,6.584168627680468,0.9986198315877577,2
Who is the author of Keeping the Moon?,0,1,15,q,q,0.740353868631692,0.6770732327180142,4
Who was the director of Fix?,0,1,15,q,q,-12.29610133104718,4.569503964831531e-06,3
What genre is Alexander Beggrov?,0,1,15,q,q,-4.127936360196928,0.015860493031214375,1
Who was the director of Free and Easy?,0,1,15,q,q,-4.543745908311999,0.010521618117952665,2
Who was the producer of Smoke?,0,1,15,q,q,-5.467050813316634,0.004205905840673872,0
Who is the author of Roma?,0,1,15,q,q,-2.017847828051276,0.11734171348874692,4
What sport does Bennie Osler play?,0,1,15,q,q,-9.138672760215474,0.00010741828013595184,1
Who was the director of Hari-Bhari?,0,1,15,q,q,-4.071071558390007,0.016772967183641043,3
Who was the director of Burning Man?,0,1,15,q,q,1.1774373295337397,0.7644867159797102,2
In what city was Alexandros Matsas born?,0,1,15,q,q,-1.657928256898579,0.16004029987616084,0
Who is the author of Le Ton beau de Marot?,0,1,15,q,q,4.747754693752253,0.9914033996158761,2
Who is the father of Adad?,0,1,15,q,q,0.6499868898632724,0.6570075083280676,2
In what city was William Osler born?,0,1,15,q,q,3.00601059319136,0.9528449278869388,0
What sport does Algiers Derby play?,0,1,15,q,q,11.624951835834048,0.9999910598731158,2
Who is the author of GNU Affero General Public License?,0,1,15,q,q,8.438166323018631,0.9997836001591156,4
Who was the screenwriter for Return of the Fly?,0,1,15,q,q,0.7347832540993422,0.6758540458508931,2
"Who is the father of Frederick IV, Elector Palatine?",0,1,15,q,q,2.5557569557340605,0.9279593213088884,0
Who was the director of Time Limit?,0,1,15,q,q,-2.143086203795245,0.10497906086031979,0
In what city was John Keating born?,0,1,15,q,q,-6.464206243160951,0.0015558033265922599,4
Who is the author of Showdown?,0,1,15,q,q,-6.595991014348325,0.0013639697255833246,0
In what city was Hittman born?,0,1,15,q,q,-3.139597695642049,0.041503120263294536,3
Who is the author of Checkers?,0,1,15,q,q,-5.256025249318372,0.0051889304139639564,0
Who was the composer of Imagine This?,0,1,15,q,q,-10.659390949296897,2.3478758754933992e-05,0
What genre is Raavan?,0,1,15,q,q,4.047235549669397,0.9828293766086419,0
Who was the producer of The Fighter?,0,1,15,q,q,5.080143278088773,0.9938194192392958,4
"What is Sir Thomas Clarges, 3rd Baronet's occupation?",0,1,15,q,q,1.2493658703969788,0.777190071002565,0
What is the capital of Golden Valley County?,0,1,15,q,q,1.8587227789345278,0.865148008066606,0
What genre is Foreign Legion?,0,1,15,q,q,1.8124954182414534,0.8596631977565529,3
Who was the producer of The Lost Bridegroom?,0,1,15,q,q,-12.655288751321454,3.1906307228253598e-06,1
Who was the producer of Still Alive and Well?,0,1,15,q,q,-8.353991616830108,0.0002353993689471789,3
What is the religion of Milica Hrebeljanović?,0,1,15,q,q,3.267746150166292,0.9633055859291042,4
What is the religion of Muscat and Oman?,0,1,15,q,q,2.9672096899537426,0.9510705923370012,3
Who is the father of Sun He?,0,1,15,q,q,-7.505580013669013,0.0005497044052477847,2
Who was the producer of Friday the 13th Part 2?,0,1,15,q,q,4.158988813929335,0.9846169861324854,0
Who was the composer of Sleep?,0,1,15,q,q,-3.6706282403464456,0.024828328717720147,0
Who was the producer of The Guilty?,0,1,15,q,q,3.0907540309461217,0.9565097426680038,3
Who is the author of Riders in the Chariot?,0,1,15,q,q,-2.2421852549511208,0.09602568366852765,0
Who is the author of Obsessed?,0,1,15,q,q,-1.8304725322423614,0.13818199075966012,3
Who is the father of Hooge?,0,1,15,q,q,-0.16602772246090503,0.4585881528800872,0
Who was the director of My Family?,0,1,15,q,q,2.2478574283064026,0.904465560970306,0
What is Jack Mackenzie's occupation?,0,1,15,q,q,-5.986638489884996,0.002505799498837253,0
Who was the producer of Paid?,0,1,15,q,q,-10.306413885996863,3.341694993896385e-05,2
Who was the screenwriter for The Purchase Price?,0,1,15,q,q,1.451526637531415,0.8102332737982421,1
Who is the author of Find Me?,0,1,15,q,q,-5.3379989301908655,0.004782495020062761,2
Who was the composer of Troy?,0,1,15,q,q,-0.1444238715033288,0.4639566604517087,0
Who is the author of Mary Marston?,0,1,15,q,q,-4.0878349703399595,0.0164987389334756,4
Who is the father of Sisowath of Cambodia?,0,1,15,q,q,6.314177812308282,0.9981928181374805,3
Who was the director of Green Tea?,0,1,15,q,q,-5.520123010863053,0.003989376340276633,0
Who was the producer of 2001?,0,1,15,q,q,-7.917474725482519,0.00036418849523492955,2
In what city was Mikael Eriksson born?,0,1,15,q,q,-3.618436447310713,0.02612382460980467,0
Who was the director of Late Last Night?,0,1,15,q,q,-10.247095922071209,3.545907363891464e-05,0
Who is the mother of Christiane Sehested?,0,1,15,q,q,-1.7418354856359395,0.1490799437850238,0
In what city was Steve McDonald born?,0,1,15,q,q,-6.424551300957836,0.0016186363415327133,3
Who is the author of Saints of Big Harbour?,0,1,15,q,q,-6.225796084812945,0.0019738449633817574,2
What is Thomas McMurtry's occupation?,0,1,15,q,q,0.06473880471951121,0.5161790508888942,0
Who was the composer of Ariane et Barbe-bleue?,0,1,15,q,q,4.156212342281652,0.984574876013689,4
Who is the author of Lucky?,0,1,15,q,q,0.3362586603400488,0.5832814215079309,0
Who was the composer of Never Forget?,0,1,15,q,q,-8.432380991580128,0.00021765514085678487,0
Who was the composer of Apache?,0,1,15,q,q,2.001634820222025,0.8809686167874057,0
Who was the director of The Gamesters of Triskelion?,0,1,15,q,q,1.1289866417881167,0.7556518389458603,0
Who was the producer of Drift?,0,1,15,q,q,-12.665684291801742,3.1576343016900475e-06,1
Who is the author of Detective?,0,1,15,q,q,0.20035391421363125,0.5499215953997916,4
Who was the director of Gotti?,0,1,15,q,q,2.1512488159918197,0.8957854163648945,1
In what city was Gregorio Selser born?,0,1,15,q,q,1.64236933946233,0.8378570760571088,1
Who was the producer of Come and Get It?,0,1,15,q,q,-2.102231307046421,0.10888013905140366,1
Who is the author of Definitions?,0,1,15,q,q,-4.453393782598143,0.01150509187241397,0
Who was the composer of Wish You Were Here?,0,1,15,q,q,6.867274128294267,0.9989597715205584,4
What genre is The Untold?,0,1,15,q,q,-5.299034315313886,0.004971576473973615,4
Who was the producer of The Sweet Sins of Sexy Susan?,0,1,15,q,q,-13.88620584863019,9.317448923575893e-07,3
Who was the composer of You Never Know?,0,1,15,q,q,-8.876459335717445,0.00013961820558059055,3
Who was the screenwriter for The Invisible Hand?,0,1,15,q,q,-1.0122542496933624,0.26653892226680836,4
Who was the screenwriter for P Se PM Tak?,0,1,15,q,q,-1.3786353150129977,0.20122826357104254,3
Who is the author of Bec?,0,1,15,q,q,-9.417195047156046,8.130716965736797e-05,2
What sport does Najeh Humoud play?,0,1,15,q,q,-3.9510211520479697,0.01887204510471909,3
What is Windsor the capital of?,0,1,15,q,q,0.2691002528511599,0.5668720050320659,2
What genre is Hands Across the Sea?,0,1,15,q,q,-1.6370355353318864,0.16286884150994266,0
Who was the producer of Dil?,0,1,15,q,q,-3.502628662969636,0.029237529810067935,3
Who is the father of Ragnall mac Gofraid?,0,1,15,q,q,-2.8796012069635317,0.05317120967033913,3
In what city was Jaime de Angulo born?,0,1,15,q,q,-1.1494136431528896,0.24059619982014735,2
What is Preston the capital of?,0,1,15,q,q,-7.574544155423604,0.0005130909807745069,0
Who is the author of What Remains?,0,1,15,q,q,-12.664941304114926,3.1599812494507718e-06,1
Who was the director of Porky's Duck Hunt?,0,1,15,q,q,-5.709348020035592,0.0033038812305720604,4
Who was the producer of M?,0,1,15,q,q,-7.273898583125322,0.0006929229513568301,4
Who is the father of Goi?,0,1,15,q,q,-4.919708384956259,0.007248337697659461,2
What is Paddy Mullins's occupation?,0,1,15,q,q,-7.183613928124307,0.000758344674111237,2
What sport does Elias MacDonald play?,0,1,15,q,q,-9.741020120763576,5.8817040564062596e-05,4
What is Delhi the capital of?,0,1,15,q,q,2.9851023844153914,0.9518965464103896,0
Who was the producer of Long Pants?,0,1,15,q,q,-4.832529074014808,0.007903387148153477,0
In what country is Davidson?,0,1,15,q,q,-2.926029992651971,0.05088170605106839,4
Who was the producer of The Robe?,0,1,15,q,q,1.636350194027389,0.8370376956961562,0
Who is the father of Mary of Woodstock?,0,1,15,q,q,3.408600663673636,0.9679722487187886,4
Who is the mother of Hou Ji?,0,1,15,q,q,1.6548780370278475,0.8395492416828022,4
What sport does Daniel Manzato play?,0,1,15,q,q,4.588085021379567,0.9899301145838892,2
In what city was Robert Creamer born?,0,1,15,q,q,-2.7116379750517563,0.062290108551632854,0
Who was the screenwriter for Where No One Has Gone Before?,0,1,15,q,q,2.8333450527793547,0.944451354682809,3
What is Sardar Muhammad Yousaf Zaman's occupation?,0,1,15,q,q,3.7658135130828727,0.9773749689581311,1
Who was the director of Legend?,0,1,15,q,q,0.6142493287192754,0.6489095209666131,4
Who was the screenwriter for Computer Warriors?,0,1,15,q,q,-6.379021572332283,0.0016939081301042796,0
Who was the screenwriter for Il Boss?,0,1,15,q,q,-6.5359296589588025,0.001448279486339917,1
Who was the composer of The Best Offer?,0,1,15,q,q,-2.7604618740269977,0.05949851496660815,3
Who is the author of Chosen?,0,1,15,q,q,-3.2083526041401376,0.038852606584367094,4
Who is the father of Seol Chong?,0,1,15,q,q,-3.3726408216236132,0.03316153475628075,0
What is the capital of Egypt Eyalet?,0,1,15,q,q,0.7638459094055976,0.6821881393448403,0
In what city was Manon born?,0,1,15,q,q,-7.0160864956504,0.0008965258565915309,2
What genre is The Art of the Steal?,0,1,15,q,q,3.6192599484285126,0.9738971182132964,2
Who was the screenwriter for Pip?,0,1,15,q,q,-5.802691106887483,0.003010328783390011,3
Who is the father of Rafi-ush-Shan?,0,1,15,q,q,1.8096228496815314,0.8593162860610002,4
What is Thomas Widdrington's occupation?,0,1,15,q,q,0.15441757224163855,0.5385278660726168,4
In what city was Mark Holzemer born?,0,1,15,q,q,-8.587232720657447,0.00018643662766521535,1
What is the religion of Appalachian Bible College?,0,1,15,q,q,0.37772317312697723,0.5933238428197158,1
